CHK	DA_SEQ	프로그램ID	MNU_NM	AUTH_ID	AUTH_NM	ADD	ADD_ID
	1	RDCODEAPI	코드조회API3	G1_sCodeD	_조회(전체)	20210225081019	0
	2	RDCODEAPI	코드조회API2	G1_sCodeD	_조회(전체)	20210225081019	0
  
    
    
    
    
